"","x"
"280",7967.93943347311
"281",7668.15586699192
"282",7401.30917417079
"283",9143.37183926798
"284",7955.31063291974
"285",7087.09391236815
"286",10097.8163414713
"287",8826.91632949943
"288",8586.38404493348
"289",6646.08126644285
"290",7580.8595897766
"291",7766.23064840668
"292",6696.38727460443
"293",8305.18699449854
"294",8501.71478018692
"295",9336.58744597945
"296",7949.79069772563
"297",7356.46914846375
"298",6574.18023597541
"299",7094.23486365447
"300",9101.1667474815
"301",7958.45910665039
"302",7170.94477456993
"303",5604.09575035535
"304",8471.66128358522
"305",7877.90489773893
"306",7658.77611866013
"307",6780.58610594389
"308",4936.96515499256
"309",6975.8034049234
"310",7701.44988112335
"311",7221.2901169643
"312",8065.59399187199
"313",6852.02907096818
"314",6031.68354992448
"315",6526.13394180095
"316",6668.63016426583
"317",8326.50339117052
"318",6829.86022793455
"319",6806.2726192191
"320",9189.38464917721
"321",5809.72528910661
"322",7928.16618874587
"323",7688.07308659123
"324",7501.18220711443
"325",7611.21082401119
"326",7938.0248915936
"327",10639.6848877644
"328",7686.41058585555
"329",6851.85705907177
"330",8357.08994285308
"331",7921.95788018355
"332",7902.26329141092
"333",8019.92710574759
"334",8505.1317570415
"335",7817.87742243204
"336",9273.29997762615
"337",6603.02614497882
"338",8282.18026021286
"339",8170.35301705834
"340",10420.1789016929
"341",7648.43416755097
"342",10351.5766226877
"343",8906.24039491088
"344",8033.28345262793
"345",8020.26874679707
"346",8494.03158784238
"347",5863.92511451242
"348",9092.93027390923
"349",8044.84707632963
"350",9818.39441825975
"351",9668.25371760973
"352",7184.22822038233
"353",9530.93214196193
"354",7815.73771468773
"355",9147.78519918094
"356",7367.67926209778
"357",7782.0698749884
"358",7832.95864452435
"359",8469.7694978376
"360",7928.17318404789
"361",7107.00078739
"362",7576.90951072714
"363",9119.59817683185
"364",7152.95963097341
"365",7068.61332158462
"366",6614.13716041635
"367",8248.95211367193
"368",6223.21616277929
"369",8091.42097778232
"370",7049.13529073011
"371",7956.06296653067
"372",7881.60877876457
"373",9052.66348526499
"374",7236.6176308968
"375",8861.68433497078
"376",6733.59933920683
"377",7154.29539150347
"378",8427.28202982492
"379",8977.75024452554
"380",8607.73454218013
"381",7733.79703468032
"382",8290.91125692714
"383",7432.08924601768
"384",9239.26870561926
"385",7531.31427611829
"386",9362.66513564372
"387",6907.61981280509
"388",7311.07964781038
"389",8884.17380485828
"390",7940.62540064895
"391",6742.64717741357
"392",9217.57216896063
"393",7355.87554402446
"394",8175.2460564611
"395",8295.74480914486
"396",7843.06374641511
"397",7311.00547083497
"398",7273.40242202373
"399",8989.40249576905
"400",8926.82530855663
"401",5675.47377448454
"402",9007.8268622773
"403",8888.32394106616
"404",7046.50074486739
"405",8435.08743274746
"406",7240.12762256182
"407",6483.87734450269
"408",7716.4337868775
"409",7897.03571036002
"410",7505.53424516335
"411",7196.39275270792
"412",7461.82422690089
"413",8882.6739953359
"414",6889.95830180323
"415",6309.80179127781
"416",10107.9723509524
"417",7581.11860604008
"418",5615.15346808336
"419",9328.872457362
"420",6849.35438678717
"421",7916.01793943477
"422",7217.94070213863
"423",7328.55496020312
"424",8565.46027031571
"425",6687.44349708047
"426",9245.56398400392
"427",6986.55882640781
"428",8257.60606581753
"429",8862.10250695378
"430",6661.23692785296
"431",7299.16595627289
"432",7680.21047581923
"433",7632.23469969557
"434",7843.35184206523
"435",8240.4368431844
"436",7573.89387687717
"437",7354.08487466231
"438",7072.70940488582
"439",7915.46932540137
"440",7221.54283216146
"441",7510.87372960463
"442",8070.51797274175
"443",8136.34533150314
"444",7168.51343709171
"445",7841.2357541839
"446",7763.82607123182
"447",8149.46693593796
"448",8451.13380064809
"449",8210.01126807576
"450",8526.55691944045
"451",8010.75120777527
"452",8614.3700201829
"453",7367.74361137881
"454",6630.40737162598
"455",9432.99594795048
"456",7010.61859306821
"457",8805.80206742334
"458",8642.31561406551
"459",8221.76859539171
"460",6445.08900755482
"461",9533.61213111018
"462",8016.12146187166
"463",9182.43343638201
"464",7783.95569343443
"465",6271.17169584723
"466",7430.37453226867
"467",7484.85976765204
"468",7935.0814641273
"469",7131.4740713132
"470",7927.26059833739
"471",7062.33805095095
"472",7431.45375589146
"473",5698.54098850475
"474",8971.52367889791
"475",8170.78647427246
"476",6877.75654129901
"477",7926.91269619539
"478",6021.49791037349
"479",7091.73193467693
"480",7510.24505811901
"481",8039.91029818764
"482",7505.04399371108
"483",8466.08254435298
"484",6661.09657479728
"485",7249.07390368658
"486",7842.12847326244
"487",9086.20587970019
"488",7287.69929761587
"489",8988.41996847203
"490",6589.11007883393
"491",5961.5387733488
"492",8523.21329399539
"493",7214.36991635152
"494",7913.18617800006
"495",6704.80324253355
"496",7400.78227996411
"497",7508.77194059315
"498",7749.22690298913
"499",7992.06077506584
"500",6829.67015069809
"501",6913.76375288972
"502",9938.34613966436
"503",9654.9680621882
"504",7856.18615906956
"505",8140.71143755189
"506",7834.99899982621
"507",7746.74375422457
"508",6766.39460670604
"509",7436.91938177913
"510",8556.98709932181
"511",8070.61584317798
"512",7866.97972203098
"513",8043.74729875816
"514",8045.46733522845
"515",7468.34318345124
"516",8471.29728894209
"517",7712.12363416778
"518",9185.18602955616
"519",8782.92500082466
"520",7422.01467521288
"521",8581.20785966478
"522",7734.63781208554
"523",7892.70899253239
"524",7753.73411909703
"525",9459.64758369805
"526",7980.22299681704
"527",8239.2577028718
"528",8054.90296563507
"529",6952.7966443748
"530",7731.27715191312
"531",8942.31249789453
"532",6483.82285226395
"533",7814.03225373036
"534",6392.21448309566
"535",6761.56428869264
"536",7880.77962249908
"537",9379.94554619005
"538",7816.17632483534
"539",7883.54746289021
"540",7040.96844649785
"541",7455.43499597675
"542",6732.01784190152
"543",7336.48259337599
"544",8567.85564341464
"545",8140.51315729802
"546",8833.13897621237
"547",8764.6427919241
"548",6795.16801037464
"549",5528.34571325769
"550",8113.00990839539
"551",8271.70303898494
"552",8240.07082803761
"553",6514.51680641071
"554",8125.69426767569
"555",6809.01514173683
"556",7904.1648880964
"557",9214.92908860891
"558",6339.10452113659
"559",6701.70650978197
"560",9212.96887398654
"561",9568.63736261065
"562",7339.11390126052
"563",7168.42112069546
"564",8908.31659356613
"565",7666.27193657067
"566",7991.82021770344
"567",9199.24839310777
"568",8252.22565795022
"569",6806.00117655119
"570",8294.06022191924
"571",8716.5086978411
"572",8901.09402277324
"573",9865.22481480053
"574",8558.89115030448
"575",9604.82517740873
"576",11245.3366894577
"577",9219.12293069301
"578",9320.75608457867
"579",8649.56712656202
"580",8047.13960453043
"581",8459.30452938671
"582",8009.09124094985
"583",7064.41517104801
"584",8086.93260304099
"585",7969.79345405048
"586",7899.00537634578
"587",7810.6025701461
"588",8591.00264266095
"589",7422.1344440815
"590",8085.12874116514
"591",8685.29629711339
"592",8915.05697279649
"593",7887.29792618075
"594",9018.7379046814
"595",6998.13272952495
"596",10014.8277085158
"597",8213.67118029689
"598",7751.97574604589
"599",9671.22341327172
"600",8275.25437850969
"601",7782.05042107269
"602",8621.17094066781
"603",9122.42638454158
"604",8503.31901629677
"605",7887.08740655734
"606",9362.58475700062
"607",8052.89923975383
"608",9299.33773100937
"609",6076.12056872033
"610",6809.0405477853
"611",7718.24744044861
"612",8294.02260110674
"613",8707.97314466564
"614",8230.34948280821
"615",9414.92496923399
"616",8793.10962572689
"617",6446.33888905832
"618",8124.89204423671
"619",6300.33052559002
"620",8043.98319456671
"621",9133.90868173513
"622",6627.25504679295
"623",8051.27245370994
"624",7960.75655652603
"625",6906.22813944187
"626",7455.3767732754
"627",6645.93114504478
"628",8462.20377291668
"629",7465.02750542198
"630",7350.85175573899
"631",7214.22605472487
"632",9105.34212152636
"633",7914.77157100977
"634",6814.67743476309
"635",9248.85450334761
"636",7126.93696966111
"637",8446.28053216753
"638",6985.11381962206
"639",8183.47087197428
"640",8189.33168885711
"641",7249.5026464952
"642",7477.92338153342
"643",6766.97236942085
"644",7844.79586572633
"645",7438.85456290305
"646",7453.08558681172
"647",6785.49981496631
"648",8211.81917947417
"649",7996.20795895092
"650",6337.64762273084
"651",6514.41095327189
"652",7989.8151963185
"653",6381.13892413125
"654",9036.56786408017
"655",8684.70297143237
"656",9367.33044287485
"657",8455.61916897005
"658",8527.43684266627
"659",8074.66971456334
"660",7425.10636638581
"661",6712.55425254231
"662",7472.56608675092
"663",8223.8175676735
"664",8902.63590146
"665",7753.08487922817
"666",6597.80533192644
"667",7485.18806520937
"668",9531.88355516183
"669",8860.38891073827
"670",8192.64537239915
"671",8723.12769170126
"672",7530.4513237545
"673",7777.76098035929
"674",7846.14765169353
"675",10045.5231412971
"676",9796.01934932841
"677",6847.73022220997
"678",7742.88939186946
"679",9790.1892207763
"680",8148.1460549328
"681",8643.66441118408
"682",8684.44125977478
"683",8343.66952319464
"684",8295.53560622701
"685",8822.20875317734
"686",9785.09564191733
"687",9663.33826060221
"688",5950.45357985351
"689",8332.5714089801
"690",7911.89639081749
"691",10169.2265108517
"692",9440.41159753086
"693",6690.85822679199
"694",8062.90929345322
"695",8909.30516247229
"696",8170.14925769561
"697",7835.93043519356
"698",6616.05343222946
"699",5633.6693152911
"700",8478.42557448749
"701",6516.69131547985
"702",9040.31659269188
"703",8441.25213243157
"704",7998.2625910025
"705",7473.45986147808
"706",7615.26222228115
"707",9067.05955734295
"708",8765.49858958888
"709",9457.1838604753
"710",8043.01412047563
"711",6172.73255104012
"712",7968.24427958813
"713",6693.65937499082
"714",8203.59954604175
"715",7705.65543145956
"716",8434.38382244194
"717",8605.34516986566
"718",8311.4833720938
"719",6097.44896928138
"720",9503.27925027336
"721",9215.54632432466
"722",6715.75752386915
"723",8445.99074177334
"724",7001.6290073369
"725",9579.29582081217
"726",7536.69085998703
"727",10434.2708050668
"728",8013.94009828709
"729",10241.4489195263
"730",6094.83455160838
"731",7819.99055085314
"732",6640.33962033831
"733",8806.67382815571
"734",6486.70016707785
"735",8448.84077273756
"736",6808.9171290269
"737",7116.02731029293
"738",7951.74518934197
"739",7840.35080906532
"740",7716.21666056253
"741",9005.325927249
"742",6600.94414394031
"743",7686.69245643645
"744",7196.98001521604
"745",8592.72535819376
"746",8793.97131799758
"747",6827.54188500933
"748",8876.82438029741
"749",9006.40006220113
"750",6871.27718233831
"751",8319.60271814217
"752",7268.97837997583
"753",6257.02432763835
"754",9883.18041125633
"755",8912.38479164391
"756",9364.28558193198
"757",6605.2799375673
"758",9089.68974547958
"759",9800.2756475093
"760",9000.5872030392
"761",9082.25940279433
"762",8304.44413523684
"763",10100.7430434396
"764",6731.74580737226
"765",7500.38887306421
"766",5837.98191884777
"767",9123.91138144319
"768",7686.71878810712
"769",8084.8293596123
"770",7089.27152069761
"771",7454.64953943989
"772",8301.83013365431
"773",7789.96734325659
"774",9834.1426120414
"775",8223.34690341173
"776",9117.21793967702
"777",7335.44965294306
"778",7526.48129914173
"779",8901.05994884347
"780",8193.62807632642
"781",6902.81010970611
"782",7890.43099237295
"783",8300.92832607222
"784",9120.19370007768
"785",7524.62353173508
"786",7719.51967071482
"787",8589.43182495526
"788",7959.83849130329
"789",8536.83912434185
"790",7969.07610299109
"791",8376.26582207646
"792",8843.30282347071
"793",7508.28717463168
"794",7605.31763179206
"795",9927.69528482437
"796",9513.1421015635
"797",7709.11399241207
"798",8502.04428548335
"799",7604.9041208782
"800",7986.65705771406
"801",7729.67283962584
"802",8002.61379667392
"803",9103.30965499252
"804",8583.98584189537
"805",7852.75138020887
"806",8563.11876186729
"807",7919.32974151264
"808",6846.01776062918
"809",9004.02411144496
"810",9243.89536334357
"811",8982.60857042489
"812",6276.2196516305
"813",8415.34564999261
"814",7939.27974209858
"815",5896.97209051806
"816",8913.20484693292
"817",7265.23361279251
"818",9741.86675328009
"819",9175.32220540396
"820",7682.01613410515
"821",6468.56214461196
"822",8273.90867292512
"823",8195.55188344655
"824",8894.53579079466
"825",5833.72001267404
"826",7749.02958645187
"827",9467.37316403993
"828",7754.37207163587
"829",8739.11291932667
"830",6403.83887191996
"831",8086.99412108356
"832",9258.01984477634
"833",8047.16716646821
"834",8375.40917581202
"835",6991.3180091569
"836",6381.39909391363
"837",7910.61078047376
"838",8341.566710945
"839",8530.49507543584
"840",7754.43788533585
"841",6840.48261940612
"842",7886.71881474333
"843",7245.14323030662
"844",7889.80982754956
"845",7660.71490563144
"846",9940.37871838054
"847",9396.09084204851
"848",7597.51816844535
"849",8930.67533306194
"850",6216.41087437607
"851",9318.33157226662
"852",7772.14221182078
"853",9270.18279170373
"854",9161.733557294
"855",6222.33302156541
"856",6846.87197089356
"857",6117.31349096013
"858",8145.21232690718
"859",9078.79927737022
"860",7155.50592302385
"861",6813.30124721308
"862",6802.10482997226
"863",7064.18225810614
"864",8803.42933333964
"865",8407.88858313962
"866",9846.27083986488
"867",8319.56966855764
"868",8280.88591945117
"869",5672.05856566079
"870",8422.09810832827
"871",8756.3079900419
"872",7484.5347475659
"873",7017.93826775467
"874",9375.61312859526
"875",7509.68712707061
"876",7894.7660140298
"877",8717.61726462068
"878",7148.41660993033
"879",8136.9180149384
"880",7869.58266825811
"881",7598.31465545775
"882",8318.96932320348
"883",7536.27125320762
"884",9202.75183129295
"885",7393.47202021337
"886",8438.0526130344
"887",7294.37596111937
"888",9538.99684185336
"889",8468.08212683062
"890",6014.33487383647
"891",7602.19180905415
"892",8273.86503190397
"893",8608.96547583773
"894",7972.22181554001
"895",8233.94005254505
"896",8591.87030614427
"897",6834.19297766483
"898",6225.54340105622
"899",8093.2141194804
"900",6726.24149969349
"901",7977.8583737634
"902",7292.73681609091
"903",6664.57014890509
"904",8925.7247627889
"905",7411.33793114517
"906",8772.51714071048
"907",6446.70864558127
"908",9945.67253604884
"909",6145.31019503529
"910",6812.48593137869
"911",7881.79841807882
"912",7554.31366292338
"913",6861.30154585113
"914",8338.96031750545
"915",6613.20763970571
"916",7594.76990551197
"917",7104.17695213442
"918",7630.33436042191
"919",7677.65596003173
"920",8699.13229066971
"921",7884.98252190829
"922",9865.6389414221
"923",9147.19097885479
"924",8413.42832596951
"925",8901.41088736958
"926",7768.9062438679
"927",10437.5408764478
"928",8310.07516875175
"929",8770.35794981185
"930",7973.11040525698
"931",7314.28875515465
"932",7654.48963123028
"933",6342.96520534244
"934",7474.44128352637
"935",7875.04697298865
"936",7647.56276402983
"937",9487.15575894995
"938",8160.75399670911
"939",8398.23725168174
"940",7634.63631370413
"941",9177.8443514959
"942",8724.13999510345
"943",7614.46585452344
"944",9160.66171845698
"945",6260.65685059917
"946",8219.48060672735
"947",7508.69725923307
"948",8106.16555215625
"949",9766.15579866607
"950",7927.80373843903
"951",7399.90356301454
"952",7200.46128616734
"953",7326.02960145513
"954",7758.85416774979
"955",9541.30646559967
"956",10467.5881407977
"957",8093.56920064963
"958",7816.99972962397
"959",8292.08280674394
"960",9266.22549732783
"961",7965.3190625472
"962",7946.06173938174
"963",8600.6404774119
"964",9489.83098306212
"965",9443.26867895622
"966",8940.24579986261
"967",8678.22461748861
"968",7081.77142294052
"969",8406.05354247735
"970",7961.92204561969
"971",8507.35887217205
"972",7030.654953041
"973",10707.5752365369
"974",8087.39045654132
"975",8018.77658781097
"976",6987.45722800188
"977",8185.46919250568
"978",6952.41925261346
"979",6829.55917062047
"980",8791.25968361089
"981",8109.24968181837
"982",8040.85556434003
"983",8566.67022902842
"984",8417.30152928957
"985",7614.55958126614
"986",8485.76206869315
"987",7368.78403296412
"988",9643.05867449484
"989",7433.20103017011
"990",7524.33090712593
"991",7981.28913612368
"992",9342.19132358113
"993",7204.5759557139
"994",7831.97069685619
"995",8774.13807910913
"996",6395.31850075287
"997",7838.91930337595
"998",8762.13175645622
"999",6582.40441295009
"1000",7334.19228106709
"1001",8141.86395388011
"1002",8971.24802869443
"1003",8236.87672870567
"1004",8206.5203664914
"1005",8214.92875870412
"1006",9640.92251467206
"1007",8774.03749340376
"1008",9017.26697399324
"1009",7487.59082093751
"1010",6081.7383584477
"1011",8712.33385070569
"1012",9086.63682662161
"1013",8674.52643040689
"1014",8801.53998608521
"1015",9437.17232436152
"1016",9494.0591940294
"1017",6769.61363642107
"1018",7640.53367201469
"1019",7445.16331690551
"1020",8155.229800646
"1021",8031.77667977946
"1022",7813.99074008873
"1023",7545.70778471904
"1024",7545.13001429491
"1025",8032.69973931905
"1026",7755.95467997022
"1027",8609.367432909
"1028",7462.31372683659
"1029",6999.06008019739
"1030",6684.72929237991
"1031",7856.4542606401
"1032",8519.04644410335
"1033",8383.52371389356
"1034",9759.8111254527
"1035",6892.72876198213
"1036",8171.29203084607
"1037",6588.85482406361
"1038",7623.72203160504
"1039",7264.49348156228
"1040",10316.7772599834
"1041",7403.17171516386
"1042",9749.03183533867
"1043",8312.97342549905
"1044",9023.26604472319
"1045",8911.00181070473
"1046",7229.59727484058
"1047",9535.55366365087
"1048",7805.98801155434
"1049",8527.78394322002
"1050",8170.10864189734
"1051",8269.78521727802
"1052",6889.13627081894
"1053",8676.57825573259
"1054",8138.50671021984
"1055",7140.58041136146
"1056",7551.22387782495
"1057",9697.86636487562
"1058",10177.9347553372
"1059",6688.00443074329
"1060",8093.28890616601
"1061",7013.43112397859
"1062",9188.06146575497
"1063",8828.75005094581
"1064",8982.33864269163
"1065",8688.14806069966
"1066",7726.10540371583
"1067",7518.87335249793
"1068",6864.80183047617
"1069",9547.10883878891
"1070",8923.63123001733
"1071",7489.60427677748
"1072",7165.39809741205
"1073",8298.97955022286
"1074",7042.25661320849
"1075",7656.63942220577
"1076",8061.99373661811
"1077",6614.45244746777
"1078",7614.78142717545
"1079",7293.74758361398
"1080",8557.71263987019
"1081",8634.88168966442
"1082",9193.74989539556
"1083",7884.9487164302
"1084",7400.21279233749
"1085",7061.19015429971
"1086",8447.09000634758
"1087",7685.59357200233
"1088",6637.36396934421
"1089",8166.32222593187
"1090",8061.44452154957
"1091",7526.86694506281
"1092",8240.52914820737
"1093",6398.42884919325
"1094",9443.98112632949
"1095",9580.49047398386
"1096",5671.21917987535
"1097",9059.87606420381
"1098",7435.92754437438
"1099",9054.79625745289
"1100",8427.85597149421
"1101",8632.20776090273
"1102",8659.89598523184
"1103",8459.65054227692
"1104",8507.76121432994
"1105",5244.05339790292
"1106",7660.75282474406
"1107",8346.87776929291
"1108",7088.27412584818
"1109",6883.77489241504
"1110",8127.06454916877
"1111",8415.92954706064
"1112",7145.173599286
"1113",9797.61265062417
"1114",8368.13775007836
"1115",7493.34734395462
"1116",7002.59759019337
"1117",7340.38992784021
"1118",9082.31537246037
"1119",9719.07266225639
"1120",7298.26692152711
"1121",8303.0084597615
"1122",8094.55036358509
"1123",9757.03576455228
"1124",7073.01932332865
"1125",8514.83023913192
"1126",8130.8819444303
"1127",8098.17659567042
"1128",8138.54465610806
"1129",8431.87924603074
"1130",5993.53797556901
"1131",7636.20194929373
"1132",9487.24249043261
"1133",6096.85405966396
"1134",8977.61518227792
"1135",8922.69197274686
"1136",9276.93787571697
"1137",10733.1922696269
"1138",7024.13017182496
"1139",8874.41277206196
"1140",8750.37373237321
"1141",10080.8729769181
"1142",6864.77750348605
"1143",7803.0076928242
"1144",10350.259666602
"1145",8294.63450113216
"1146",7872.46834284669
"1147",8896.42906892259
"1148",7316.57819141164
"1149",9974.67544656585
"1150",9724.97161049416
"1151",7433.93558931306
"1152",6684.09202483042
"1153",8124.45125885946
"1154",8945.62553438362
"1155",9417.95544338759
"1156",8109.70617759265
"1157",8637.08096265737
"1158",7848.15289068543
"1159",8469.25833614104
"1160",8946.00664846482
"1161",8706.58854026604
"1162",7485.27191524008
"1163",7624.26294142951
"1164",6355.82760153757
"1165",8853.48628066582
"1166",8993.29239632707
"1167",7607.5952469447
"1168",6470.09902536503
"1169",9716.85908597766
"1170",7791.08889035904
"1171",6938.70296967725
"1172",6252.63669729789
"1173",8577.28282332712
"1174",9095.96952062324
"1175",7805.04662513502
"1176",9822.58397297522
"1177",6152.70526636994
"1178",6037.54867354689
"1179",8579.14799093704
"1180",10757.4875703302
"1181",6775.9237548877
"1182",8448.14193485441
"1183",5564.35083510024
"1184",6248.44806112405
"1185",6594.26409311697
"1186",8551.93759138147
"1187",8047.5131295943
"1188",6562.71444264607
"1189",8767.46996471439
"1190",8366.06750376573
"1191",8047.2618920532
"1192",6565.05760352939
"1193",7814.29640764305
"1194",9480.39159773624
"1195",8068.45194759609
"1196",8274.12365932236
"1197",6877.50752926285
"1198",7616.52720128311
"1199",6389.56501206527
"1200",7082.96934197529
"1201",7299.09624475944
"1202",8959.6924368465
"1203",7275.99146616013
"1204",6456.99332298186
"1205",9425.12424304127
"1206",6178.75595318566
"1207",9417.71930736511
"1208",7362.42607362662
"1209",8205.61616947717
"1210",8359.54208633191
"1211",8795.83590144355
"1212",8602.05046738918
"1213",8789.07553831468
"1214",8574.31248917927
"1215",7440.7545917269
"1216",9524.07325186716
"1217",8350.76114690217
"1218",9186.466068284
"1219",7391.7510157752
"1220",7414.6788092829
"1221",8749.24066212866
"1222",7845.68989994007
"1223",8965.24754073864
"1224",7208.08650558708
"1225",8439.02295674515
"1226",9115.01718164197
"1227",9427.47022793798
"1228",7671.06398850334
"1229",8669.54814380565
"1230",8241.55746712132
"1231",9091.94461323041
"1232",6916.90320299872
"1233",7566.79204840352
"1234",9217.2164287273
"1235",8403.28700552545
"1236",7653.88939263933
"1237",7421.96354411739
"1238",7605.8468417635
"1239",7603.2813134802
"1240",7281.69332616199
"1241",9153.97046028778
"1242",7252.69512564108
"1243",6326.75905989027
"1244",7552.77273703704
"1245",8949.31009429415
"1246",8339.87496340032
"1247",9179.3342234005
"1248",8057.92667600605
"1249",7724.20623616913
"1250",7724.13093304896
